UA-0030-closed-Luzhani Airfield--EU-UA-UA-77-Luzhani----"25.767000198364258- 48.38399887084961"
UA-0031-heliport-Oleksandriya Air Base--EU-UA-UA-35-Oleksandriya----"33.18000030517578- 48.68000030517578"
UA-0032-small_airport-Artsiz Airfield--EU-UA-UA-51-Artsiz----"29.3700008392334- 45.94499969482422"
UA-0033-closed-Kiliya Airport--EU-UA-UA-51-Kiliya----"29.28700065612793- 45.46099853515625"
UA-0034-small_airport-Limanske Airfield--EU-UA-UA-51-Limanske----"30.010000228881836- 46.66999816894531"
UA-0035-closed-ChÐ¾rnobil Heliport--EU-UA-UA-32-ChÐ¾rnobil----"30.198999404900004- 51.2859992981"
UA-0036-closed-Dmitrievka Airfield--EU-UA-UA-09-Novoaydar----"39.1150016784668- 48.95000076293945"
UA-0037-small_airport-Dobryanka Airfield--EU-UA-UA-74-Dobryanka----"31.1200008392334- 52.08300018310547"
UA-0038-small_airport-Kiev Chaika--EU-UA-UA-32-Kiev-UKKJ---"30.29854- 50.428696"
UA-0039-small_airport-Tsuniv Airfield-869-EU-UA-UA-46-Gorodok-UKGC---"23.690052- 49.831848"
UA-0040-closed-Sovyetskiy Air Base--EU-UA-UA-43-Sovyetskiy----"34.939998626708984- 45.35499954223633"
UA-0041-closed-Yuzhniy Airfield--EU-UA-UA-40-Sevastopol----"33.4959983826- 44.5800018311"
UA-0042-small_airport-Voznesensk Air Base--EU-UA-UA-48-Voznesensk----"31.2549991607666- 47.5099983215332"
UA-0043-heliport-Foros Helipad--EU-UA-UA-43-Foros----"33.753700256347656- 44.39189910888672"
UA-0044-heliport-Sevastopol Naval Institute Helipad--EU-UA-UA-40-Sevastopol----"33.47949981689453- 44.61029815673828"
UA-0045-closed-Izyum Air Base--EU-UA-UA-63-Ivanivka----"37.154998779299994- 49.2599983215"
UA-0046-small_airport-Kalinivka Air Base--EU-UA-UA-05-Kalinivka----"28.53700065612793- 49.48500061035156"
UA-0047-closed-Dolgintsevo Air Base-341-EU-UA-UA-12-Kryvyi Rih-UKDJ---"33.533- 47.887"
UA-0048-small_airport-Poltava Air Base--EU-UA-UA-53-Poltava----"34.487- 49.627"
UA-0049-small_airport-Myrhorod Air Base-400-EU-UA-UA-53-Myrhorod--MXR--"33.641- 49.932"
UA-0050-small_airport-Kakhnovka Airfield-266-EU-UA-UA-53-Kremenchuk-UKHK-KHU--"33.4766- 49.1342"
UA-0051-small_airport-Lokhvitsya Airport--EU-UA-UA-53-Lokhvitsya----"33.296- 50.346"
UA-0052-small_airport-Korotych Airfield--EU-UA-UA-63-Lyubotin----"36.011- 49.971"
UA-0053-closed-Palmira Airfield--EU-UA-UA-71-Zolotonosha----"32.123- 49.763"
UA-0054-closed-Kupyansk Air Base--EU-UA-UA-63-Kupyansk----"37.715- 49.684"
UA-0055-small_airport-Shiroke Airfield--EU-UA-UA-23-Zaporizhia----"34.9574661255- 47.9188730788"
UA-0056-small_airport-Mayske Airfield--EU-UA-UA-12-Mayske----"35.624971389799995- 48.4872589307"
UA-0057-small_airport-Mospyne Airfield--EU-UA-UA-14-Mospyne----"38.100843429600005- 47.841620693900005"
UA-0058-small_airport-Yenakiyeve Airfield--EU-UA-UA-14-Yenakiyeve----"38.2018661499- 48.1795652697"
UA-0059-small_airport-Valeryanivka Airfield--EU-UA-UA-14-Volnovakha----"37.399778366099994- 47.6288427809"
UA-0060-closed-Gostra Mogila Airfield--EU-UA-UA-09-Luhansk----"39.390792846699995- 48.531384363099995"
UA-0061-closed-Dalnik Airfield--EU-UA-UA-51-Odessa----"30.6201839447- 46.4921290263"
UA-0062-small_airport-Liman Airfield--EU-UA-UA-51-Odessa-UKOE---"30.703053- 46.57851"
UA-0063-heliport-Kruglaya Bukhta Heliport--EU-UA-UA-40-Sevastopol----"33.4506440163- 44.6014149349"
UA-0064-heliport-Yalta Heliport--EU-UA-UA-43-Yalta----"34.1372251511- 44.4853005471"
UA-0065-heliport-Respect Hall Helipad--EU-UA-UA-43-Miskhor----"34.0802282095- 44.4324199968"
UA-0066-closed-Ochakiv Air Base--EU-UA-UA-48-Ochakiv----"31.553764- 46.647786"
UA-0067-small_airport-Kanatove Air Base--EU-UA-UA-35-Kirovohrad----"32.3872071505- 48.561364587499995"
UA-0068-closed-Mala Vyska Airfield--EU-UA-UA-35-Mala Vyska----"31.616- 48.632"
UA-0069-closed-Uman Air Base--EU-UA-UA-71-Uman-UKKX---"30.208197- 48.79403"
UA-0070-small_airport-Kamyanka Airfield--EU-UA-UA-12-Dnipropetrovsk----"35.0172901154- 48.5525520601"
UA-0071-closed-Zhovti Vody Airstrip--EU-UA-UA-12-Zhovti Vody----"33.444271087599994- 48.350502506"
UA-0072-closed-Volodimirivka Airstrip--EU-UA-UA-12-Zhovti Vody----"33.4489488602- 48.2840353492"
UA-0073-heliport-Hydropark--EU-UA-UA-30-----"30.5683333333- 50.4580555556"
UA-0074-heliport-Mariinsky park helipad--EU-UA-UA-30-----"30.545- 50.4486111111"
UA-0075-small_airport-Zhalizhnia--EU-UA-UA-46-----"24.4743705- 50.4734613"
UA-0076-small_airport-Turynka--EU-UA-UA-46-----"24.035789- 50.1205511"
UA-0077-small_airport-Aerodrom Krupske--EU-UA-UA-46-----"24.043866- 49.451556"
UA-0078-small_airport-Chervonoarmiis'ke--EU-UA-UA-51-----"28.7248912- 45.791332"
UA-0079-small_airport-Andrushivka--EU-UA-UA-18-----"28.9912024- 50.0193428"
UA-0080-closed-Narodychi--EU-UA-UA-18-----"29.0707288- 51.2312512"
UA-0081-small_airport-Tal'ne--EU-UA-UA-71-----"30.6593031- 48.8715407"
UA-0082-small_airport-Sutiski--EU-UA-UA-05-----"28.44166- 49.066667"
UA-0083-small_airport-Filiutka--EU-UA-UA-05-----"29.270067- 49.335903"
UA-0084-closed-Mykolaivka-Novorosiis'ka--EU-UA-UA-51-----"29.8746147- 46.1309439"
UA-0085-small_airport-Iziaslav--EU-UA-UA-68-----"26.8681069- 50.1196431"
UA-0086-small_airport-Pohrebyshche--EU-UA-UA-05-Pohrebyshche----"29.2417992- 49.4943236"
UA-0087-small_airport-Krasni Okny Airfield--EU-UA-UA-U-A-----"29.4291915- 47.5491617"
UA-0088-small_airport-Chervonobirka Airstrip--EU-UA-UA-U-A-----"29.264402- 50.5880085"
UA-0089-small_airport-Shevchenkove Airstrip--EU-UA-UA-U-A-----"29.071036- 50.876703"
UA-0090-small_airport-Korostelivka Airstrip--EU-UA-UA-U-A-----"28.7814208- 50.5575109"
UA-0091-small_airport-Lidavo Airstrip--EU-UA-UA-56-Lidavo----"26.2177308- 50.4681472"
UA-0092-small_airport-Kryzhopil Airstrip--EU-UA-UA-U-A-Kryzhopil----"28.8603972- 48.3587402"
UA-0093-small_airport-Pishchanka Airstrip--EU-UA-UA-U-A-Pishchanka----"28.8630634- 48.200516"
UA-0094-small_airport-Smodna Airfield--EU-UA-UA-U-A-Smodna----"25.14064- 48.306675"
UA-0095-small_airport-Aerodrom Turijsk--EU-UA-UA-U-A-Turijsk----"24.6185553- 51.0224379"
UA-0096-small_airport-Frunzivka Airstrip--EU-UA-UA-51-----"29.7908674- 47.3313702"
UA-0097-small_airport-Troits'ke Airstrip--EU-UA-UA-51-Troits'ke----"30.2982862- 47.6693733"
UA-0098-small_airport-Zabroshennyy aerodrom--EU-UA-UA-32-----"29.8864455- 49.532465"
UA-0099-small_airport-Kremydivka Airfield--EU-UA-UA-51-----"30.7939414- 46.7478819"
UA-0100-small_airport-Ksaverivka Airfield--EU-UA-UA-32-----"30.1979242- 50.0056471"
UA-0101-heliport-Mezhigyrya Heliport--EU-UA-UA-32-----"30.460391- 50.621465"
UA-0102-small_airport-Lyneya Airstrip--EU-UA-UA-74-----"30.8754396- 51.4134437"
UA-0103-small_airport-Buzova Glider Field--EU-UA-UA-U-A-Buzova----"30.0537175- 50.4017109"
UA-0104-small_airport-Dymer Airstrip--EU-UA-UA-32-Dymer----"29.9782477- 51.0071035"
UA-0105-small_airport-Karabachyn Airstrip--EU-UA-UA-18-----"29.4414066- 50.274742"
UA-0106-small_airport-Anan'iv Airstrip--EU-UA-UA-51-----"29.9669261- 47.6796995"
UA-0107-small_airport-Kamyanka Airfield--EU-UA-UA-68-Kamyamka----"26.6092885- 48.6955236"
UA-0108-small_airport-Drohobych Airfield--EU-UA-UA-46-----"23.5683736- 49.3662916"
UA-0109-small_airport-Malyn Airstrip--EU-UA-UA-18-Malyn----"29.246711- 50.786675"
UA-0110-closed-Pogorelovka Airstrip--EU-UA-UA-77-----"25.993457- 48.525151"
UA-0111-closed-Rudnya Airstrip--EU-UA-UA-68-----"27.5311313- 49.3729435"
UA-0112-small_airport-Palianychyntsi Airstrip--EU-UA-UA-32-----"29.9795159- 50.0129543"
UA-0113-small_airport-Lanivtsi Airstrip--EU-UA-UA-U-A-Lanivtsi----"26.1161932- 49.84537"
UA-0114-small_airport-Zahnitkiv Airstrip--EU-UA-UA-51-Zahnitkiv----"28.9258992- 48.0351886"
UA-0115-small_airport-Hardyshivka Airstrip--EU-UA-UA-U-A-Hardyshivka----"28.4366135- 49.898809"
UA-0116-small_airport-Nova Vasylivka Airstrip--EU-UA-UA-18-Nova Vasylivka----"28.3612108- 50.3228953"
UA-0117-small_airport-Orekhovo airfield-489-EU-UA-UA-12-Orekhovo-UKYO---"35.019135- 48.201881"
UA-0118-heliport-Rafalivka Helicopter Base--EU-UA-UA-19-----"25.9194958- 51.360218"
UA-0119-small_airport-Romashky Airstrip--EU-UA-UA-32-Romashky----"30.5536534- 49.7354043"
UA-0120-small_airport-Novopavlivka Airstrip--EU-UA-UA-U-A-Novopavlivka----"36.7356542- 48.1362418"
UA-0121-small_airport-Kobelyachok Airstrip--EU-UA-UA-53-Kobelyachok----"33.7993478- 49.0522143"
UA-0122-closed-Iskrivka Airstrip--EU-UA-UA-35-Iskrivka----"33.354016- 48.1787704"
UA-0123-closed-Biloyarivka Airstrip--EU-UA-UA-14-----"38.6299975- 47.8106394"
UA-0124-heliport-Vychivka Helicopter Base--EU-UA-UA-19-Vychivka----"26.2873632- 51.8205394"
UA-0125-heliport-Bilohorodka Heliport--EU-UA-UA-32-Bilohorodka---HD2P-"30.272438- 50.424536"
UA-0126-small_airport-Pidhirya Airfield--EU-UA-UA-26-----"24.476531- 48.788823"
UA-0127-small_airport-Kosino Spa Resort--EU-UA-UA-21-----"22.49937- 48.253128"
UA-0128-small_airport-Pidverbtsi Airstrip--EU-UA-UA-26----ZF5F-"25.217443- 48.78682"
UA-1901-closed-Sambir Air Base-860-EU-UA-UA-46-Sambir----"23.334999084472656- 49.54999923706055"
UA-2644-small_airport-Starokostiantyniv Air Base-873-EU-UA-UA-68-Starokostiantyniv----"27.273300170898438- 49.74829864501953"
UA-2904-small_airport-Dubno Air Base-735-EU-UA-UA-19-Dubno----"25.83329963684082- 50.45000076293945"
UA-3578-small_airport-Konotop Air Base-476-EU-UA-UA-59-Konotop-UKBF---"33.1500015259- 51.25"
UA-3730-closed-Okhtyrka Air Base-489-EU-UA-UA-59-Okhtyrka----"35.02- 50.306"
UA-3897-closed-Lebedyn Air Base-476-EU-UA-UA-59-Lebedyn-UKHN---"34.533298- 50.549999"
UA-6118-small_airport-Vasylkiv Air Base-673-EU-UA-UA-32-Vasylkiv----"30.299999237060547- 50.233299255371094"
UA-6709-closed-Velyka Krucha Air Base-384-EU-UA-UA-53-Pyriatyn----"32.5332984924- 50.1500015259"
UA-7707-small_airport-Pryluki Air Base-449-EU-UA-UA-74-Pryluky----"32.31669998168945- 50.56669998168945"
UA-8143-small_airport-Stryi Air Base-1024-EU-UA-UA-46-Stryi----"23.786699295043945- 49.24330139160156"
UA-8322-closed-Gorodnya Air Base-489-EU-UA-UA-74-Gorodnya----"31.65- 51.883301"
UA-8381-closed-Liubsha Air Base-807-EU-UA-UA-46-Kalush----"24.198299- 49.2883"
UA-8984-small_airport-Lutsk Air Base-640-EU-UA-UA-07-Lutsk----"25.3482913971- 50.788683025299996"
UA-9155-small_airport-Ovruch Air Base-528-EU-UA-UA-18-Ovruch----"28.720836639404297- 51.271366119384766"
UA-9861-small_airport-Zhovtneve Air Base-699-EU-UA-UA-07-Volodymyr-Volynskyi----"24.45199966430664- 50.9109992980957"
UK59-small_airport-Chuhuiv Air Base-453-EU-UA-UA-63-Chuhuiv----"36.641201- 49.8382"
UK61-small_airport-Cherlyany Airport-895-EU-UA-UA-46-Gorodok----"23.6689- 49.7379"
UKBB-large_airport-Boryspil International Airport-427-EU-UA-UA-32-Kiev-UKBB-KBP--"30.894699096679688- 50.345001220703125"
UKCC-closed-Donetsk International Airport-791-EU-UA-UA-14-Donetsk-UKCC-DOK--"37.7397- 48.073601"
UKCK-small_airport-Kramatorsk Airport-646-EU-UA-UA-14-Kramatorsk-UKCK-KRQ--"37.62889862060547- 48.70560073852539"
UKCM-medium_airport-Mariupol International Airport-251-EU-UA-UA-14-Mariupol-UKCM-MPW--"37.44960021972656- 47.07609939575195"
UKCS-small_airport-Sievierodonetsk Airport-236-EU-UA-UA-09-Sievierodonetsk-UKCS-SEV--"38.541669845600005- 48.9003301015"
UKCW-medium_airport-Luhansk International Airport-636-EU-UA-UA-09-Luhansk-UKCW-VSG--"39.3740997314- 48.4174003601"
UKDB-closed-Berdyansk Airport-171-EU-UA-UA-23-Berdyansk-UKDB-ERD--"36.758099- 46.814999"
UKDD-medium_airport-Dnipropetrovsk International Airport-481-EU-UA-UA-12-Dnipropetrovsk-UKDD-DNK--"35.10060119628906- 48.357200622558594"
UKDE-medium_airport-Zaporizhzhia International Airport-373-EU-UA-UA-23-Zaporizhia-UKDE-OZH--"35.31570053100586- 47.867000579833984"
UKDR-medium_airport-Kryvyi Rih International Airport-408-EU-UA-UA-12-Kryvyi Rih-UKDR-KWG--"33.209999084472656- 48.04330062866211"
UKFB-medium_airport-Belbek Airport-344-EU-UA-UA-43-Sevastopol-UKFB-UKS--"33.570999145500004- 44.688999176"
UKFF-large_airport-Simferopol International Airport-639-EU-UA-UA-43-Simferopol--SIP-URFF-"33.975101- 45.0522"
UKFG-medium_airport-Gvardeyskoe Air Base-721-EU-UA-UA-43-Sarabuz-UKFG---"33.97700119018555- 45.1150016784668"
UKFI-medium_airport-Saki Air Base-36-EU-UA-UA-43-Saki-UKFI---"33.595001220703125- 45.09299850463867"
UKFK-small_airport-Kerch Airport-171-EU-UA-UA-43-Kerch-UKFK-KHC--"36.40140151977539- 45.372501373291016"
UKFV-small_airport-Yevpatoriya Airport-33-EU-UA-UA-43-Yevpatoriya-UKFV---"33.37670135498047- 45.22560119628906"
UKFW-small_airport-Zavodskoe Airfield-955-EU-UA-UA-43-Simferopol-UKFW---"34.062999725299996- 44.9199981689"
UKFY-medium_airport-Dzhankoy Airport-75-EU-UA-UA-43-Dzhankoy-UKFY---"34.41889953613281- 45.70090103149414"
UKGW-small_airport-Voroniv Airfield-722-EU-UA-UA-19-Voroniv-UKGW---"26.699958- 50.695956"
UKHD-small_airport-Kharkiv North Airport-592-EU-UA-UA-63-Kharkiv-UKHD---"36.26890182495117- 50.025001525878906"
UKHH-large_airport-Kharkiv International Airport-508-EU-UA-UA-63-Kharkiv-UKHH-HRK--"36.290000915527344- 49.924800872802734"
UKHP-small_airport-Suprunovka Airport-505-EU-UA-UA-53-Poltava-UKHP-PLV--"34.39720153808594- 49.568599700927734"
UKHS-small_airport-Sumy Airport-594-EU-UA-UA-59-Sumy-UKHS-UMY--"34.76250076293945- 50.858299255371094"
UKKE-medium_airport-Cherkasy International Airport-375-EU-UA-UA-71-Cherkasy-UKKE-CKC--"31.99530029296875- 49.41559982299805"
UKKG-small_airport-Kirovograd Airport-568-EU-UA-UA-35-Kirovograd-UKKG-KGO--"32.28499984741211- 48.54280090332031"
UKKH-small_airport-Chepelevka Airport-568-EU-UA-UA-32-Uzin-UKKH---"30.4414005279541- 49.79059982299805"
UKKK-medium_airport-Kiev Zhuliany International Airport-587-EU-UA-UA-32-Kiev-UKKK-IEV--"30.45194- 50.40194"
UKKM-medium_airport-Gostomel Airport-517-EU-UA-UA-32-Kiev-UKKM-GML--"30.1919002532959- 50.60350036621094"
UKKO-medium_airport-Ozerne Air Base-761-EU-UA-UA-18-Zhytomyr-UKKO---"28.7383- 50.158298"
UKKT-closed-Svyatoshyn Airport-582-EU-UA-UA-32-Svyatoshyn-UKKT---"30.385834- 50.478889"
UKKV-small_airport-Zhytomyr Airport--EU-UA-UA-18--UKKV-ZTR--"28.738611- 50.270556"
UKLC-small_airport-Lutsk Airport-774-EU-UA-UA-07-Lutsk-UKLC-UCK--"25.487165- 50.678404"
UKLH-medium_airport-Khmelnytskyi Airport-1150-EU-UA-UA-68-Khmelnytskyi-UKLH-HMJ--"26.933399- 49.359699"
UKLI-medium_airport-Ivano-Frankivsk International Airport-919-EU-UA-UA-26-Ivano-Frankivsk-UKLI-IFO--"24.686100006103516- 48.88420104980469"
UKLL-medium_airport-Lviv International Airport-1071-EU-UA-UA-46-Lviv-UKLL-LWO--"23.956100463867188- 49.8125"
UKLN-medium_airport-Chernivtsi International Airport-826-EU-UA-UA-77-Chernivtsi-UKLN-CWC--"25.98080062866211- 48.259300231933594"
UKLR-medium_airport-Rivne International Airport-755-EU-UA-UA-19-Rivne-UKLR-RWN--"26.141599655151367- 50.60710144042969"
UKLT-small_airport-Ternopil International Airport-1072-EU-UA-UA-61-Ternopil-UKLT---"25.7001- 49.5242"
UKLU-medium_airport-Uzhhorod International Airport-383-EU-UA-UA-21-Uzhhorod-UKLU-UDJ--"22.263399124145508- 48.634300231933594"
UKNG-small_airport-Gogoliv Airfield--EU-UA-UA-32-Gogoliv (Kiev)-UKNG---"31.046581- 50.515308"
UKOH-small_airport-Kherson International Airport-148-EU-UA-UA-65-Kherson-UKOH-KHE--"32.506401- 46.6758"
UKOI-small_airport-Izmail Airport-125-EU-UA-UA-51-Izmail-UKOI---"28.801666259765625- 45.391666412353516"
UKON-medium_airport-Mykolaiv International Airport-184-EU-UA-UA-48-Nikolayev-UKON-NLV--"31.9197998046875- 47.057899475097656"
UKOO-large_airport-Odessa International Airport-172-EU-UA-UA-51-Odessa-UKOO-ODS--"30.67650032043457- 46.42679977416992"
UKOR-small_airport-Mykolaiv Air Base-177-EU-UA-UA-U-A--UKOR---"32.106033- 46.936567"
UKRR-closed-Chernihiv Shestovitsa Airport-446-EU-UA-UA-74-Chernigow-UKKL-CEJ--"31.1583003998- 51.4021987915"
UKVN-small_airport-Nalivaykovka--EU-UA-UA-32--UKVN---"29.735833- 50.479167"
UKWW-small_airport-Vinnytsia/Gavyryshivka Airport-961-EU-UA-UA-05-Vinnitsa-UKWW-VIN--"28.613778- 49.242531"
Ford;F150;0;1000
Ford;F150;0;<class 'datetime.date'>
Ford;F150;0;2023-09-25
Ford;F150;2023-09-25
